booking_id,entity_id,room_id,start_time,end_time,attended (YES/NO)
BKG305159,E104255,LAB_305,2025-08-31 04:32:58.846679384+00:00,2025-08-31 06:01:02.753947620+00:00,NO
BKG300697,E101522,LAB_102,2025-09-13 06:00:50.831243937+00:00,2025-09-13 06:32:01.432428699+00:00,NO
BKG304827,E105375,ROOM_A2,2025-08-31 16:53:27.890168278+00:00,2025-08-31 19:37:39.556304162+00:00,YES
BKG300230,E106303,LAB_101,2025-09-23 17:10:06.001041152+00:00,2025-09-23 20:33:33.750458286+00:00,NO
BKG301237,E106324,ROOM_A1,2025-09-21 07:21:50.375965462+00:00,2025-09-21 10:56:02.953775180+00:00,YES
BKG306553,E105919,LAB_305,2025-09-23 09:09:46.807399278+00:00,2025-09-23 09:31:50.031952422+00:00,NO
BKG306688,E103810,LAB_102,2025-09-23 01:40:57.041695337+00:00,2025-09-23 03:40:41.785774611+00:00,YES
BKG300757,E102704,SEM_01,2025-09-12 16:33:41.605930727+00:00,2025-09-12 17:54:59.510966196+00:00,NO
BKG302779,E106371,SEM_01,2025-08-31 17:40:35.835809579+00:00,2025-08-31 19:28:08.209794679+00:00,YES
BKG306919,E101078,ROOM_A1,2025-09-15 04:27:57.541465827+00:00,2025-09-15 07:37:18.085874743+00:00,NO
BKG300515,E100954,LAB_101,2025-09-05 07:42:38.495753096+00:00,2025-09-05 08:57:47.276369288+00:00,NO
BKG306380,E105038,LAB_101,2025-09-02 14:31:58.841947818+00:00,2025-09-02 14:18:15.659297780+00:00,NO
BKG306879,E104207,ROOM_A2,2025-09-11 16:32:28.943415855+00:00,2025-09-11 19:05:04.276003065+00:00,YES
BKG306175,E103408,ROOM_A1,2025-09-04 10:17:40.785595689+00:00,2025-09-04 12:03:36.911042122+00:00,YES
BKG305725,E104011,LAB_101,2025-09-12 19:34:08.128299533+00:00,2025-09-12 20:36:22.787968933+00:00,YES
BKG303998,E106317,LAB_305,2025-09-04 05:46:52.911460375+00:00,2025-09-04 06:29:07.278369457+00:00,NO
BKG306384,E100722,LAB_101,2025-09-25 10:27:15.161285093+00:00,2025-09-25 12:11:42.066744496+00:00,NO
BKG300706,E103331,LAB_305,2025-09-24 19:13:34.788762452+00:00,2025-09-24 19:34:31.696148025+00:00,NO
BKG300793,E106139,AUDITORIUM,2025-08-29 18:10:04.742850685+00:00,2025-08-29 19:05:04.601446374+00:00,YES
BKG304840,E105324,AUDITORIUM,2025-09-02 03:50:06.828558226+00:00,2025-09-02 04:52:26.592129434+00:00,NO
BKG300061,E102194,ROOM_A2,2025-08-27 02:26:53.996024092+00:00,2025-08-27 02:29:55.784822846+00:00,NO
BKG304477,E101281,ROOM_A2,2025-09-19 11:53:12.322335484+00:00,2025-09-19 15:10:27.755473530+00:00,NO
BKG304322,E100462,LAB_102,2025-09-21 11:50:51.414806495+00:00,2025-09-21 10:43:44.250180689+00:00,NO
BKG304283,E102876,ROOM_A2,2025-09-24 18:38:03.982279960+00:00,2025-09-24 20:03:06.880548791+00:00,NO
BKG301207,E106509,ROOM_A1,2025-09-07 06:05:14.652737603+00:00,2025-09-07 11:48:35.701583715+00:00,YES
BKG306405,E101844,SEM_01,2025-09-11 08:25:38.760944531+00:00,2025-09-11 11:09:18.837784980+00:00,NO
BKG305138,E101397,LAB_101,2025-08-29 05:00:43.379371419+00:00,2025-08-29 06:26:53.496215372+00:00,YES
BKG301967,E104523,SEM_01,2025-09-12 02:54:32.135741503+00:00,2025-09-12 07:46:09.806782154+00:00,YES
BKG304189,E106464,LAB_305,2025-09-23 16:54:45.026577572+00:00,2025-09-23 21:51:55.257598886+00:00,NO
BKG302780,E102515,ROOM_A2,2025-09-19 01:48:47.622602654+00:00,2025-09-19 04:29:19.802337819+00:00,NO
BKG305330,E100914,LAB_102,2025-09-15 05:23:31.625365148+00:00,2025-09-15 07:11:27.055583792+00:00,NO
BKG303464,E101286,AUDITORIUM,2025-08-28 01:53:00.987389411+00:00,2025-08-28 04:26:46.988878349+00:00,NO
BKG302027,E106350,SEM_01,2025-09-11 13:10:24.490474849+00:00,2025-09-11 13:03:37.236125203+00:00,YES
BKG305715,E103781,AUDITORIUM,2025-09-06 14:45:35.786248453+00:00,2025-09-06 16:26:48.624751920+00:00,NO
BKG302785,E102920,LAB_305,2025-09-20 14:56:30.318190745+00:00,2025-09-20 15:49:09.081773753+00:00,YES
BKG306970,E100080,LAB_101,2025-08-29 15:22:56.319486538+00:00,2025-08-29 14:51:44.010197218+00:00,YES
BKG302745,E103710,SEM_01,2025-09-11 13:54:17.827864872+00:00,2025-09-11 18:07:55.380864701+00:00,NO
BKG303989,E103921,LAB_305,2025-09-25 21:40:47.465112980+00:00,2025-09-25 23:48:13.085164372+00:00,YES
BKG302799,E104320,AUDITORIUM,2025-09-04 15:25:19.531093877+00:00,2025-09-04 14:49:50.295498452+00:00,NO
BKG303743,E104162,ROOM_A2,2025-09-01 01:56:28.597445379+00:00,2025-09-01 03:47:31.165847416+00:00,NO
BKG306937,E104437,SEM_01,2025-09-08 11:27:53.982725892+00:00,2025-09-08 10:40:17.868481051+00:00,YES
BKG300783,E102672,SEM_01,2025-08-28 12:47:41.600192170+00:00,2025-08-28 12:07:20.156616748+00:00,NO
BKG305698,E106975,SEM_01,2025-09-24 11:00:26.952677828+00:00,2025-09-24 08:26:53.802287531+00:00,NO
BKG306218,E106279,AUDITORIUM,2025-09-25 17:55:35.675237402+00:00,2025-09-25 19:20:35.265912034+00:00,YES
BKG304696,E101310,SEM_01,2025-09-21 12:34:42.366540619+00:00,2025-09-21 15:25:16.779047043+00:00,NO
BKG303442,E104867,ROOM_A1,2025-08-27 19:56:10.255268274+00:00,2025-08-27 20:53:33.722064254+00:00,YES
BKG303793,E104025,AUDITORIUM,2025-09-16 23:37:28.950339465+00:00,2025-09-16 22:14:20.606479108+00:00,NO
BKG304795,E101512,AUDITORIUM,2025-09-12 18:48:18.230485567+00:00,2025-09-12 21:18:38.800681977+00:00,NO
BKG306670,E104405,LAB_101,2025-09-20 06:51:02.408854851+00:00,2025-09-20 07:35:00.357284558+00:00,YES
BKG302418,E101618,LAB_101,2025-09-24 16:59:25.588288847+00:00,2025-09-24 21:49:45.139454040+00:00,NO
BKG306406,E103068,ROOM_A2,2025-09-01 17:53:53.115338221+00:00,2025-09-01 18:26:42.274779946+00:00,YES
BKG301961,E105356,LAB_101,2025-09-21 12:19:37.111449764+00:00,2025-09-21 13:23:36.018885220+00:00,YES
BKG303139,E103966,SEM_01,2025-09-15 03:00:59.880611247+00:00,2025-09-15 04:14:12.816209139+00:00,YES
BKG303081,E100236,LAB_101,2025-09-23 02:34:19.748062925+00:00,2025-09-23 06:42:29.044776388+00:00,NO
BKG301219,E105521,ROOM_A1,2025-09-04 10:05:10.980371251+00:00,2025-09-04 11:16:09.140514942+00:00,NO
BKG301326,E101284,SEM_01,2025-09-25 17:57:41.472027941+00:00,2025-09-25 21:55:51.372208547+00:00,NO
BKG306028,E101331,SEM_01,2025-09-15 16:42:51.889416936+00:00,2025-09-15 19:39:25.747982773+00:00,YES
BKG306932,E103274,ROOM_A1,2025-09-17 15:14:18.395600989+00:00,2025-09-17 16:18:30.552388884+00:00,NO
BKG306628,E104072,ROOM_A2,2025-09-02 15:28:30.599391841+00:00,2025-09-02 15:54:51.144658691+00:00,YES
BKG301483,E104657,ROOM_A2,2025-09-19 02:26:55.612504304+00:00,2025-09-19 04:18:37.992099031+00:00,NO
BKG302016,E101668,SEM_01,2025-08-30 10:29:43.961594328+00:00,2025-08-30 11:25:05.743013518+00:00,YES
BKG300880,E101255,AUDITORIUM,2025-08-27 19:28:08.556360370+00:00,2025-08-27 20:28:13.249871826+00:00,YES
BKG304871,E105200,LAB_101,2025-09-18 23:16:48.086571309+00:00,2025-09-19 01:25:49.344691903+00:00,YES
BKG300029,E106645,LAB_305,2025-08-27 04:07:14.579030454+00:00,2025-08-27 06:18:23.015879839+00:00,NO
BKG304754,E103252,SEM_01,2025-09-20 12:44:44.683854635+00:00,2025-09-20 16:31:24.144058216+00:00,NO
BKG301853,E100170,LAB_102,2025-08-28 06:10:00.856111103+00:00,2025-08-28 06:22:20.304854541+00:00,NO
BKG305042,E101165,LAB_305,2025-08-27 21:33:49.210322246+00:00,2025-08-27 21:05:05.608619441+00:00,YES
BKG301292,E106449,ROOM_A1,2025-09-20 16:15:40.899022106+00:00,2025-09-20 16:16:10.322295708+00:00,YES
BKG306532,E101534,LAB_101,2025-09-06 04:40:02.799865994+00:00,2025-09-06 05:49:00.382860211+00:00,NO
BKG300778,E102869,SEM_01,2025-09-20 10:09:34.021389108+00:00,2025-09-20 11:26:56.508687923+00:00,NO
BKG300253,E102059,LAB_101,2025-08-31 23:31:24.710971576+00:00,2025-08-31 23:01:39.318672368+00:00,YES
BKG300817,E101111,AUDITORIUM,2025-09-08 11:12:54.629185238+00:00,2025-09-08 15:05:03.553152565+00:00,NO
BKG301702,E106697,LAB_102,2025-09-04 11:28:58.297966608+00:00,2025-09-04 14:09:26.292543839+00:00,NO
BKG304763,E101374,ROOM_A1,2025-08-27 07:48:33.717296776+00:00,2025-08-27 12:41:34.714104595+00:00,YES
BKG303076,E106328,LAB_305,2025-09-07 00:58:44.668986376+00:00,2025-09-07 02:11:37.069698514+00:00,YES
BKG303220,E105474,AUDITORIUM,2025-09-22 18:32:10.309693990+00:00,2025-09-22 20:59:12.908471464+00:00,YES
BKG304138,E101157,SEM_01,2025-09-05 13:22:18.982766945+00:00,2025-09-05 14:58:18.208494503+00:00,NO
BKG304733,E104888,LAB_101,2025-09-11 12:50:54.339596692+00:00,2025-09-11 15:40:14.928315611+00:00,YES
BKG305030,E102237,LAB_102,2025-08-30 04:32:54.728969757+00:00,2025-08-30 06:27:17.225004592+00:00,NO
BKG302959,E105875,ROOM_A1,2025-09-21 06:45:31.707503549+00:00,2025-09-21 09:27:46.857037292+00:00,YES
BKG300882,E103838,LAB_102,2025-09-19 17:32:10.216814412+00:00,2025-09-19 20:15:07.785123302+00:00,YES
BKG300660,E103887,AUDITORIUM,2025-09-09 21:46:11.630351251+00:00,2025-09-09 23:38:26.574862406+00:00,NO
BKG301802,E101099,LAB_102,2025-08-27 19:42:30.758478510+00:00,2025-08-27 18:17:03.843446996+00:00,YES
BKG301198,E102151,LAB_102,2025-08-30 03:51:09.591226581+00:00,2025-08-30 05:04:22.555749282+00:00,YES
BKG302701,E102596,ROOM_A2,2025-09-19 02:01:17.942761070+00:00,2025-09-19 02:32:31.054736937+00:00,NO
BKG306942,E104676,LAB_101,2025-09-10 18:54:30.643313536+00:00,2025-09-10 20:25:54.184130553+00:00,NO
BKG302109,E101386,ROOM_A2,2025-09-16 02:15:48.364077132+00:00,2025-09-16 05:01:45.627524392+00:00,NO
BKG306605,E104583,LAB_305,2025-09-17 20:11:09.547494582+00:00,2025-09-17 22:43:42.221565378+00:00,YES
BKG304518,E101931,AUDITORIUM,2025-09-18 01:08:37.720710645+00:00,2025-09-18 02:14:23.303806428+00:00,NO
BKG300356,E102184,SEM_01,2025-09-03 12:42:50.185367417+00:00,2025-09-03 16:23:31.322610022+00:00,YES
BKG305280,E100635,ROOM_A1,2025-09-14 04:36:16.887711057+00:00,2025-09-14 05:44:34.738016143+00:00,YES
BKG305017,E106809,AUDITORIUM,2025-08-30 05:21:24.680623267+00:00,2025-08-30 05:46:32.775236673+00:00,YES
BKG304924,E100313,LAB_305,2025-09-04 19:33:06.160880797+00:00,2025-09-04 23:28:40.071104826+00:00,NO
BKG300966,E101272,LAB_102,2025-09-24 05:04:12.374114183+00:00,2025-09-24 06:11:57.804603721+00:00,NO
BKG300145,E101216,SEM_01,2025-09-18 20:24:56.783173139+00:00,2025-09-18 23:35:51.382892872+00:00,NO
BKG305778,E103286,LAB_305,2025-09-05 16:10:26.932700341+00:00,2025-09-05 17:36:03.760600633+00:00,YES
BKG305219,E101735,SEM_01,2025-08-29 11:54:06.110300917+00:00,2025-08-29 12:31:06.531675547+00:00,YES
BKG304080,E102311,ROOM_A2,2025-09-11 09:54:49.383567689+00:00,2025-09-11 11:42:43.496035837+00:00,NO
BKG305331,E101050,LAB_101,2025-09-12 19:39:33.307128724+00:00,2025-09-12 22:43:21.922542882+00:00,NO
BKG304039,E106617,ROOM_A1,2025-08-30 04:41:59.155826557+00:00,2025-08-30 02:59:27.401495478+00:00,NO
BKG304148,E102039,SEM_01,2025-09-14 02:57:23.583237162+00:00,2025-09-14 01:24:40.930468308+00:00,YES
BKG306732,E100806,ROOM_A1,2025-08-31 17:41:49.286433812+00:00,2025-08-31 21:25:11.770460942+00:00,YES
BKG301017,E102058,AUDITORIUM,2025-09-18 08:29:38.145572519+00:00,2025-09-18 11:57:00.726783232+00:00,YES
BKG302092,E104599,LAB_101,2025-09-19 16:48:16.461290388+00:00,2025-09-19 21:33:14.268595503+00:00,NO
BKG300786,E101083,AUDITORIUM,2025-09-16 19:55:33.356621535+00:00,2025-09-16 19:08:18.276213327+00:00,YES
BKG301629,E105456,ROOM_A1,2025-09-11 19:06:08.304169631+00:00,2025-09-11 18:25:15.705515299+00:00,YES
BKG305911,E100643,ROOM_A2,2025-08-31 01:53:03.854724023+00:00,2025-08-31 04:55:58.424432163+00:00,YES
BKG305027,E104640,LAB_305,2025-09-18 20:08:54.283232143+00:00,2025-09-18 22:12:49.370676665+00:00,NO
BKG303991,E104891,LAB_305,2025-09-17 10:23:19.564667201+00:00,2025-09-17 07:48:57.154563477+00:00,YES
BKG301480,E104975,ROOM_A1,2025-09-12 16:25:26.174583033+00:00,2025-09-12 17:46:19.347750730+00:00,YES
BKG303364,E101945,ROOM_A2,2025-09-03 15:55:37.306518537+00:00,2025-09-03 17:47:01.883069768+00:00,YES
BKG303912,E101560,LAB_101,2025-09-03 16:58:38.624917932+00:00,2025-09-03 20:04:10.092980615+00:00,NO
BKG300900,E104171,LAB_101,2025-08-28 03:55:48.023618480+00:00,2025-08-28 05:54:23.208729816+00:00,NO
BKG300519,E103190,ROOM_A1,2025-09-15 18:41:16.318415900+00:00,2025-09-15 19:40:08.235038258+00:00,YES
BKG301275,E100964,LAB_305,2025-08-28 04:14:38.553400743+00:00,2025-08-28 04:39:29.161337318+00:00,YES
BKG305547,E102030,AUDITORIUM,2025-09-13 05:30:17.606370341+00:00,2025-09-13 08:14:55.709848621+00:00,YES
BKG303971,E103898,LAB_305,2025-09-14 23:30:51.216415394+00:00,2025-09-15 02:54:03.444484589+00:00,NO
BKG304553,E100640,LAB_101,2025-09-04 05:13:11.681285168+00:00,2025-09-04 10:01:59.087282702+00:00,NO
BKG300742,E103516,ROOM_A1,2025-09-18 14:01:07.171744034+00:00,2025-09-18 17:08:40.512581246+00:00,YES
BKG302196,E105085,ROOM_A1,2025-09-16 07:26:45.884852402+00:00,2025-09-16 07:47:33.881008711+00:00,YES
BKG301661,E104930,LAB_101,2025-08-28 23:32:21.643929978+00:00,2025-08-29 03:19:27.358975141+00:00,NO
BKG305503,E102780,LAB_102,2025-08-27 13:14:07.024137653+00:00,2025-08-27 15:10:24.479780045+00:00,NO
BKG300992,E102091,LAB_101,2025-09-08 03:48:40.224321736+00:00,2025-09-08 03:27:39.691821050+00:00,YES
BKG301878,E103260,SEM_01,2025-09-18 07:13:41.987487073+00:00,2025-09-18 06:46:27.625938973+00:00,NO
BKG304865,E100562,SEM_01,2025-09-10 03:14:01.466522056+00:00,2025-09-10 05:49:21.515576827+00:00,NO
BKG304584,E101087,AUDITORIUM,2025-09-04 07:48:34.419698379+00:00,2025-09-04 10:41:29.226855259+00:00,NO
BKG306120,E102672,AUDITORIUM,2025-08-29 01:45:03.752392764+00:00,2025-08-29 00:51:47.506747943+00:00,YES
BKG305926,E104487,SEM_01,2025-08-31 18:55:18.962229173+00:00,2025-08-31 19:00:28.538932013+00:00,YES
BKG305878,E101300,LAB_305,2025-08-30 15:29:04.304945582+00:00,2025-08-30 13:17:10.313260341+00:00,NO
BKG305275,E102019,LAB_101,2025-09-08 13:08:02.837128590+00:00,2025-09-08 15:50:06.875001806+00:00,NO
BKG301052,E106140,LAB_305,2025-09-12 13:39:37.708414952+00:00,2025-09-12 14:41:52.125238522+00:00,YES
BKG303810,E100860,SEM_01,2025-09-16 07:26:28.418879851+00:00,2025-09-16 08:41:18.038644855+00:00,NO
BKG300807,E101769,AUDITORIUM,2025-09-19 15:12:47.028103727+00:00,2025-09-19 14:30:57.535996885+00:00,YES
BKG303492,E106432,SEM_01,2025-09-19 19:03:02.939812801+00:00,2025-09-19 18:39:49.654382425+00:00,YES
BKG305485,E103333,LAB_101,2025-09-18 11:40:29.552892932+00:00,2025-09-18 13:14:20.364012248+00:00,NO
BKG303575,E104143,ROOM_A2,2025-09-09 19:04:42.221059115+00:00,2025-09-09 19:41:15.357010230+00:00,NO
BKG302418,E105770,SEM_01,2025-09-17 14:43:53.153243392+00:00,2025-09-17 19:09:42.066326459+00:00,YES
BKG306993,E102804,LAB_102,2025-08-31 21:32:59.945986945+00:00,2025-08-31 22:51:04.396036433+00:00,NO
BKG302163,E103137,LAB_102,2025-09-24 07:01:49.960264959+00:00,2025-09-24 11:06:29.973273072+00:00,YES
BKG301284,E106363,LAB_305,2025-09-02 11:41:01.398472283+00:00,2025-09-02 12:30:36.825283859+00:00,NO
BKG303568,E102775,AUDITORIUM,2025-09-12 06:25:34.732749479+00:00,2025-09-12 11:39:19.079457302+00:00,YES
BKG303169,E100446,ROOM_A1,2025-09-03 13:03:32.283694702+00:00,2025-09-03 13:00:33.717814735+00:00,NO
BKG302392,E104916,LAB_102,2025-09-21 17:20:09.229782440+00:00,2025-09-21 20:25:55.934048395+00:00,YES
BKG301903,E105567,ROOM_A2,2025-09-21 17:34:51.506845875+00:00,2025-09-21 20:26:02.431981577+00:00,NO
BKG306961,E101888,LAB_305,2025-09-20 23:19:11.304707467+00:00,2025-09-20 23:52:54.908486838+00:00,YES
BKG302556,E103229,AUDITORIUM,2025-09-23 09:02:29.174763338+00:00,2025-09-23 11:08:16.182627618+00:00,NO
BKG303876,E106100,SEM_01,2025-09-12 09:07:17.441009853+00:00,2025-09-12 11:28:57.878056270+00:00,NO
BKG300603,E100756,AUDITORIUM,2025-09-15 22:15:19.894169593+00:00,2025-09-16 00:22:29.987362135+00:00,NO
BKG303255,E103968,SEM_01,2025-09-04 15:16:51.155613720+00:00,2025-09-04 17:10:27.438670120+00:00,YES
BKG303520,E101271,LAB_102,2025-09-01 05:11:10.329267772+00:00,2025-09-01 10:06:09.066976681+00:00,NO
BKG302455,E101371,LAB_101,2025-09-19 07:00:28.194133106+00:00,2025-09-19 07:33:10.269102251+00:00,NO
BKG300266,E104946,LAB_102,2025-09-23 02:23:55.058969131+00:00,2025-09-23 03:41:15.731532576+00:00,YES
BKG303698,E102933,LAB_305,2025-09-21 09:27:56.359927687+00:00,2025-09-21 12:20:45.387832218+00:00,YES
BKG300301,E103684,LAB_101,2025-09-10 21:31:24.697017296+00:00,2025-09-10 23:48:55.814824993+00:00,NO
BKG301548,E104887,ROOM_A2,2025-09-23 08:49:17.880012114+00:00,2025-09-23 08:08:43.335588722+00:00,NO
BKG306573,E106412,ROOM_A1,2025-09-06 05:40:44.149982564+00:00,2025-09-06 08:23:24.482582034+00:00,NO
BKG302412,E103473,SEM_01,2025-09-07 12:24:05.453478414+00:00,2025-09-07 14:04:31.896145333+00:00,NO
BKG302942,E100919,LAB_305,2025-09-22 18:33:14.790873958+00:00,2025-09-22 20:42:14.178927230+00:00,NO
BKG303678,E103760,ROOM_A2,2025-09-24 17:37:31.791651624+00:00,2025-09-24 19:48:41.356509010+00:00,YES
BKG306132,E102641,LAB_101,2025-09-15 07:37:02.273753765+00:00,2025-09-15 09:53:11.261308800+00:00,NO
BKG301811,E105960,ROOM_A2,2025-09-01 15:47:10.330754645+00:00,2025-09-01 17:08:25.148463303+00:00,YES
BKG306676,E103482,AUDITORIUM,2025-08-27 07:13:32.179468049+00:00,2025-08-27 08:20:38.835564327+00:00,NO
BKG305216,E101020,ROOM_A2,2025-08-27 13:09:09.907228353+00:00,2025-08-27 15:03:11.309184849+00:00,YES
BKG300878,E103732,SEM_01,2025-09-19 08:13:28.300305546+00:00,2025-09-19 12:48:38.155196987+00:00,NO
BKG305279,E102108,AUDITORIUM,2025-09-19 18:38:28.720078045+00:00,2025-09-19 22:31:32.351798816+00:00,YES
BKG305077,E100761,ROOM_A2,2025-09-04 16:08:34.439955866+00:00,2025-09-04 19:38:35.496284084+00:00,YES
BKG304365,E106911,SEM_01,2025-09-11 19:05:58.911182387+00:00,2025-09-11 21:31:04.546976766+00:00,YES
BKG302780,E105222,AUDITORIUM,2025-09-22 06:23:56.057526637+00:00,2025-09-22 07:59:12.739500895+00:00,YES
BKG305556,E104674,SEM_01,2025-09-17 01:06:39.301365302+00:00,2025-09-17 01:44:03.308575305+00:00,NO
BKG306018,E102971,LAB_101,2025-08-28 13:20:49.308839690+00:00,2025-08-28 14:58:40.144330653+00:00,NO
BKG300492,E100320,LAB_102,2025-09-15 19:08:51.521604070+00:00,2025-09-15 20:30:35.324054171+00:00,YES
BKG302603,E103042,LAB_101,2025-09-19 04:21:32.178391298+00:00,2025-09-19 06:54:33.237872747+00:00,NO
BKG303764,E102226,ROOM_A2,2025-09-11 11:39:57.259194912+00:00,2025-09-11 13:20:46.574267137+00:00,NO
BKG306864,E100651,AUDITORIUM,2025-09-14 05:04:49.493148893+00:00,2025-09-14 04:48:50.343137194+00:00,NO
BKG303451,E102072,LAB_305,2025-09-10 14:22:36.777665422+00:00,2025-09-10 16:25:46.192734763+00:00,YES
BKG302269,E102301,LAB_102,2025-09-01 09:36:25.573271889+00:00,2025-09-01 12:20:57.228722931+00:00,YES
BKG300678,E101111,AUDITORIUM,2025-09-14 10:15:19.738092127+00:00,2025-09-14 12:33:00.427323816+00:00,NO
BKG304263,E106429,LAB_305,2025-09-15 22:52:10.556672897+00:00,2025-09-16 00:29:19.591132656+00:00,NO
BKG305630,E104302,LAB_101,2025-09-16 23:43:13.635222623+00:00,2025-09-17 02:20:45.543519040+00:00,NO
BKG306932,E102451,AUDITORIUM,2025-09-21 07:14:36.049991381+00:00,2025-09-21 09:14:32.609042643+00:00,YES
BKG304489,E101988,LAB_305,2025-09-04 06:26:28.392543232+00:00,2025-09-04 09:24:33.653164529+00:00,NO
BKG304287,E101527,ROOM_A2,2025-09-11 13:39:35.142780334+00:00,2025-09-11 15:43:01.517734931+00:00,NO
BKG303961,E101234,AUDITORIUM,2025-09-04 15:13:34.805240201+00:00,2025-09-04 16:19:50.556815152+00:00,YES
BKG305322,E100207,SEM_01,2025-09-04 05:29:57.834126468+00:00,2025-09-04 06:30:16.624515624+00:00,NO
BKG303544,E101456,ROOM_A1,2025-09-06 23:55:48.157604614+00:00,2025-09-07 05:17:27.711372716+00:00,NO
BKG301936,E100494,ROOM_A1,2025-09-02 20:21:38.135907840+00:00,2025-09-02 21:15:28.406715847+00:00,NO
BKG302498,E100399,ROOM_A1,2025-09-15 08:58:01.360185989+00:00,2025-09-15 12:41:05.395941016+00:00,NO
BKG304925,E102929,AUDITORIUM,2025-09-14 21:27:45.701080826+00:00,2025-09-14 22:41:26.251189614+00:00,YES
BKG305774,E106470,LAB_101,2025-09-13 10:23:48.905275435+00:00,2025-09-13 11:50:01.832652801+00:00,YES
BKG304328,E106456,LAB_305,2025-09-21 23:53:39.768678146+00:00,2025-09-22 01:32:07.914304748+00:00,NO
BKG305100,E101427,LAB_102,2025-08-27 15:05:56.960738701+00:00,2025-08-27 17:38:02.277221285+00:00,NO
BKG300008,E101894,AUDITORIUM,2025-09-14 17:17:28.077204050+00:00,2025-09-14 17:13:06.230118133+00:00,NO
BKG306739,E102564,AUDITORIUM,2025-09-03 04:28:55.154596644+00:00,2025-09-03 05:38:30.173126357+00:00,NO
BKG301302,E105409,LAB_102,2025-09-18 14:10:58.548588964+00:00,2025-09-18 14:19:33.908315710+00:00,NO
BKG301843,E106100,SEM_01,2025-08-30 11:30:21.204847774+00:00,2025-08-30 13:30:14.288621701+00:00,YES
BKG301813,E104196,SEM_01,2025-09-08 06:50:18.850368130+00:00,2025-09-08 09:28:14.522633837+00:00,NO
BKG301959,E102360,AUDITORIUM,2025-09-14 13:25:09.730597444+00:00,2025-09-14 15:37:08.020930978+00:00,NO
BKG301294,E102451,LAB_101,2025-09-10 08:40:18.033937539+00:00,2025-09-10 09:27:21.100462746+00:00,NO
BKG300153,E103050,LAB_101,2025-09-17 16:47:30.009333007+00:00,2025-09-17 15:47:12.728829861+00:00,YES
BKG306635,E105838,LAB_305,2025-09-14 21:06:54.483270387+00:00,2025-09-14 23:24:55.555818073+00:00,NO
BKG302892,E101590,LAB_305,2025-09-16 02:02:16.950843158+00:00,2025-09-16 04:31:24.498194768+00:00,YES
BKG301041,E104469,AUDITORIUM,2025-09-25 11:07:12.590849562+00:00,2025-09-25 10:34:59.960107897+00:00,YES
BKG303127,E102780,SEM_01,2025-09-05 04:51:51.084932616+00:00,2025-09-05 05:34:06.930480452+00:00,NO
BKG303937,E101180,LAB_101,2025-09-11 17:39:02.957898930+00:00,2025-09-11 16:46:54.861100984+00:00,NO
BKG305259,E106730,LAB_102,2025-09-14 01:21:35.132947046+00:00,2025-09-14 02:04:13.875869180+00:00,NO
BKG303580,E106987,SEM_01,2025-09-20 19:48:18.123619308+00:00,2025-09-20 21:18:02.893211100+00:00,YES
BKG304563,E100320,LAB_102,2025-09-09 03:05:46.666406750+00:00,2025-09-09 03:10:20.844691984+00:00,YES
BKG301369,E103076,LAB_305,2025-09-18 05:52:25.619907944+00:00,2025-09-18 08:31:11.781842148+00:00,YES
BKG306036,E102808,LAB_102,2025-09-21 06:26:44.636246701+00:00,2025-09-21 05:42:10.031850173+00:00,YES
BKG305998,E102694,LAB_305,2025-09-14 09:03:47.081228700+00:00,2025-09-14 11:04:42.546028407+00:00,YES
BKG300566,E102758,SEM_01,2025-09-19 21:30:13.143726061+00:00,2025-09-20 02:26:31.913615952+00:00,YES
BKG302599,E103927,LAB_305,2025-09-05 10:06:32.813788381+00:00,2025-09-05 12:48:24.254385737+00:00,YES
BKG305829,E101610,ROOM_A1,2025-09-04 00:26:07.367305960+00:00,2025-09-04 04:01:36.280178681+00:00,NO
BKG301953,E100373,LAB_101,2025-09-15 00:00:43.917038416+00:00,2025-09-15 00:33:49.543222152+00:00,NO
BKG300682,E102092,LAB_102,2025-09-24 03:19:48.521646993+00:00,2025-09-24 03:51:26.913142112+00:00,YES
BKG300369,E101589,LAB_101,2025-08-27 19:29:05.561917878+00:00,2025-08-27 21:34:12.946587358+00:00,YES
BKG301375,E104777,ROOM_A1,2025-08-30 23:32:06.521854434+00:00,2025-08-30 22:24:57.611189880+00:00,NO
BKG301547,E102015,LAB_305,2025-08-30 01:20:31.134211345+00:00,2025-08-30 06:06:04.822932354+00:00,NO
BKG305220,E105631,SEM_01,2025-09-16 19:25:12.960471449+00:00,2025-09-16 22:00:18.863134746+00:00,YES
BKG300102,E104537,AUDITORIUM,2025-09-22 12:36:45.411049006+00:00,2025-09-22 16:16:40.882375412+00:00,NO
BKG303894,E101169,LAB_101,2025-08-27 08:56:44.535345294+00:00,2025-08-27 09:39:59.210347621+00:00,NO
BKG306451,E103198,AUDITORIUM,2025-09-11 04:43:51.034201974+00:00,2025-09-11 06:17:57.366459604+00:00,NO
BKG306587,E101762,LAB_101,2025-09-01 02:39:08.811266150+00:00,2025-09-01 03:31:23.525152635+00:00,YES
BKG304212,E104248,LAB_101,2025-09-03 06:25:18.234915617+00:00,2025-09-03 07:38:50.653340912+00:00,NO
BKG302790,E106791,AUDITORIUM,2025-09-08 03:57:36.210074186+00:00,2025-09-08 03:05:13.390444310+00:00,YES
