note_id,entity_id,category,text,timestamp
N405990,E105738,maintenance,Requesting lab access.,2025-08-30T19:04:24Z
N405991,E104408,incident,Broken chair in seminar room.,2025-08-31T21:22:49Z
N405992,E102914,feedback,Confirmed attendance for robotics workshop.,2025-09-02T16:17:49Z
N405993,E101863,helpdesk,Wi-Fi not working in hostel block.,2025-09-01T11:23:02Z
N405994,E100148,maintenance,Broken chair in seminar room.,2025-09-16T06:42:40Z
N405995,E103964,helpdesk,Requesting lab access.,2025-09-25T19:48:04Z
N405996,E101477,helpdesk,Wi-Fi not working in hostel block.,2025-09-08T21:13:17Z
N405997,E100099,maintenance,CCTV near library needs check.,2025-09-06T21:45:26Z
N405998,E101007,rsvp,Wi-Fi not working in hostel block.,2025-09-05T15:05:05Z
N405999,E104406,helpdesk,Broken chair in seminar room.,2025-09-12T05:34:20Z
N406000,E105046,feedback,Wi-Fi not working in hostel block.,2025-09-15T00:33:09Z
N406001,E105714,feedback,Wi-Fi not working in hostel block.,2025-09-25T22:40:10Z
N406002,E101700,feedback,CCTV near library needs check.,2025-08-31T17:26:25Z
N406003,E105557,helpdesk,Confirmed attendance for robotics workshop.,2025-09-20T00:44:24Z
N406004,E104802,feedback,Requesting lab access.,2025-09-16T21:22:35Z
N406005,E102507,incident,Confirmed attendance for robotics workshop.,2025-09-17T05:55:56Z
N406006,E100984,feedback,Confirmed attendance for robotics workshop.,2025-09-01T12:32:19Z
N406007,E100571,maintenance,Wi-Fi not working in hostel block.,2025-09-20T10:17:58Z
N406008,E102626,incident,CCTV near library needs check.,2025-09-11T23:08:21Z
N406009,E106913,rsvp,CCTV near library needs check.,2025-09-13T21:33:11Z
N406010,E102284,incident,Broken chair in seminar room.,2025-09-24T09:17:38Z
N406011,E101934,incident,Wi-Fi not working in hostel block.,2025-09-08T05:58:05Z
N406012,E105209,rsvp,Requesting lab access.,2025-09-17T09:57:01Z
N406013,E106614,feedback,Requesting lab access.,2025-09-19T02:55:07Z
N406014,E105766,maintenance,Confirmed attendance for robotics workshop.,2025-09-16T09:31:46Z
N406015,E103050,helpdesk,Requesting lab access.,2025-09-11T06:36:38Z
N406016,E105723,maintenance,Requesting lab access.,2025-08-31T23:30:21Z
N406017,E102862,incident,CCTV near library needs check.,2025-09-24T07:40:03Z
N406018,E105588,maintenance,Confirmed attendance for robotics workshop.,2025-08-30T04:22:42Z
N406019,E104854,feedback,Wi-Fi not working in hostel block.,2025-09-14T08:30:12Z
N406020,E102776,rsvp,CCTV near library needs check.,2025-09-12T15:14:38Z
N406021,E101403,rsvp,Confirmed attendance for robotics workshop.,2025-09-12T09:06:04Z
N406022,E105751,maintenance,CCTV near library needs check.,2025-09-23T04:31:11Z
N406023,E101517,feedback,Wi-Fi not working in hostel block.,2025-09-17T00:02:41Z
N406024,E100366,helpdesk,Confirmed attendance for robotics workshop.,2025-09-05T12:08:57Z
N406025,E101628,feedback,Wi-Fi not working in hostel block.,2025-09-14T03:22:00Z
N406026,E102728,feedback,CCTV near library needs check.,2025-09-12T14:34:23Z
N406027,E103132,helpdesk,Wi-Fi not working in hostel block.,2025-08-27T01:53:39Z
N406028,E102071,helpdesk,Wi-Fi not working in hostel block.,2025-09-10T18:42:31Z
N406029,E103565,maintenance,Wi-Fi not working in hostel block.,2025-09-03T01:42:13Z
N406030,E101153,maintenance,CCTV near library needs check.,2025-09-23T16:24:56Z
N406031,E100024,rsvp,Confirmed attendance for robotics workshop.,2025-09-23T00:16:57Z
N406032,E103735,helpdesk,Wi-Fi not working in hostel block.,2025-09-17T03:44:15Z
N406033,E105253,rsvp,Requesting lab access.,2025-09-04T17:44:05Z
N406034,E103166,maintenance,Broken chair in seminar room.,2025-09-21T13:21:25Z
N406035,E104253,incident,Confirmed attendance for robotics workshop.,2025-09-23T10:24:25Z
N406036,E102500,feedback,Wi-Fi not working in hostel block.,2025-09-04T23:31:47Z
N406037,E104111,helpdesk,CCTV near library needs check.,2025-09-06T15:37:27Z
N406038,E106472,helpdesk,CCTV near library needs check.,2025-08-27T21:11:40Z
N406039,E105472,feedback,CCTV near library needs check.,2025-09-06T20:36:07Z
N406040,E104152,feedback,Broken chair in seminar room.,2025-09-14T21:44:15Z
N406041,E100789,incident,CCTV near library needs check.,2025-09-15T03:12:41Z
N406042,E100804,maintenance,CCTV near library needs check.,2025-09-08T08:42:00Z
N406043,E105375,helpdesk,Confirmed attendance for robotics workshop.,2025-09-10T16:15:51Z
N406044,E101399,maintenance,CCTV near library needs check.,2025-09-15T18:35:46Z
N406045,E103860,feedback,Wi-Fi not working in hostel block.,2025-09-20T05:26:50Z
N406046,E100150,helpdesk,Wi-Fi not working in hostel block.,2025-09-08T16:55:33Z
N406047,E106419,rsvp,Requesting lab access.,2025-09-06T08:12:47Z
N406048,E100475,rsvp,Broken chair in seminar room.,2025-09-09T00:29:00Z
N406049,E103759,rsvp,Broken chair in seminar room.,2025-09-17T01:12:40Z
N406050,E101824,helpdesk,Confirmed attendance for robotics workshop.,2025-09-10T03:09:24Z
N406051,E100089,helpdesk,Wi-Fi not working in hostel block.,2025-09-03T18:35:59Z
N406052,E100406,incident,Broken chair in seminar room.,2025-09-12T14:39:52Z
N406053,E106683,feedback,Requesting lab access.,2025-09-20T13:57:27Z
N406054,E101126,maintenance,CCTV near library needs check.,2025-09-04T19:06:40Z
N406055,E104610,feedback,Requesting lab access.,2025-09-06T00:24:13Z
N406056,E104571,rsvp,Broken chair in seminar room.,2025-09-03T21:28:58Z
N406057,E100530,incident,Confirmed attendance for robotics workshop.,2025-09-04T20:10:07Z
N406058,E104959,maintenance,Requesting lab access.,2025-09-06T17:38:52Z
N406059,E100951,incident,Requesting lab access.,2025-09-14T21:41:17Z
N406060,E106980,helpdesk,CCTV near library needs check.,2025-09-20T17:03:30Z
N406061,E101474,helpdesk,Broken chair in seminar room.,2025-09-19T16:34:28Z
N406062,E102235,feedback,Confirmed attendance for robotics workshop.,2025-09-07T04:19:33Z
N406063,E100911,maintenance,Confirmed attendance for robotics workshop.,2025-08-30T01:29:24Z
N406064,E106651,rsvp,Wi-Fi not working in hostel block.,2025-09-24T07:19:58Z
N406065,E102023,maintenance,Requesting lab access.,2025-09-06T03:03:51Z
N406066,E106590,rsvp,Confirmed attendance for robotics workshop.,2025-09-17T04:35:34Z
N406067,E105774,feedback,Confirmed attendance for robotics workshop.,2025-09-25T07:03:23Z
N406068,E101896,feedback,Confirmed attendance for robotics workshop.,2025-09-13T02:07:31Z
N406069,E105977,maintenance,Requesting lab access.,2025-09-07T06:32:17Z
N406070,E102164,maintenance,Confirmed attendance for robotics workshop.,2025-09-03T07:40:10Z
N406071,E102481,rsvp,Broken chair in seminar room.,2025-09-11T14:56:19Z
N406072,E105854,incident,CCTV near library needs check.,2025-08-29T09:32:52Z
N406073,E105088,rsvp,Broken chair in seminar room.,2025-08-27T21:18:32Z
N406074,E105534,maintenance,CCTV near library needs check.,2025-09-04T17:04:25Z
N406075,E100492,feedback,Wi-Fi not working in hostel block.,2025-09-13T23:06:14Z
N406076,E103887,helpdesk,Confirmed attendance for robotics workshop.,2025-09-19T08:25:01Z
N406077,E104402,rsvp,Wi-Fi not working in hostel block.,2025-09-16T13:47:23Z
N406078,E102090,maintenance,Requesting lab access.,2025-08-27T13:21:12Z
N406079,E106642,incident,Wi-Fi not working in hostel block.,2025-08-28T09:05:04Z
N406080,E106641,maintenance,Confirmed attendance for robotics workshop.,2025-09-08T13:39:59Z
N406081,E106586,feedback,Broken chair in seminar room.,2025-09-04T22:38:28Z
N406082,E100813,feedback,CCTV near library needs check.,2025-08-30T15:56:06Z
N406083,E102209,helpdesk,Requesting lab access.,2025-08-29T17:33:06Z
N406084,E103032,incident,Requesting lab access.,2025-09-10T00:29:04Z
N406085,E101950,maintenance,Wi-Fi not working in hostel block.,2025-08-29T06:27:41Z
N406086,E104046,helpdesk,CCTV near library needs check.,2025-09-06T09:27:17Z
N406087,E100651,maintenance,CCTV near library needs check.,2025-09-21T18:38:17Z
N406088,E100335,rsvp,CCTV near library needs check.,2025-09-20T03:38:30Z
N406089,E103502,maintenance,Requesting lab access.,2025-09-20T20:53:30Z
N406090,E106857,rsvp,Broken chair in seminar room.,2025-09-05T17:18:02Z
N406091,E105318,rsvp,Requesting lab access.,2025-09-08T06:54:06Z
N406092,E102827,feedback,Broken chair in seminar room.,2025-09-19T12:38:29Z
N406093,E103556,incident,Confirmed attendance for robotics workshop.,2025-09-16T21:59:25Z
N406094,E100659,incident,Wi-Fi not working in hostel block.,2025-08-27T12:29:16Z
N406095,E102079,maintenance,Requesting lab access.,2025-09-01T11:50:37Z
N406096,E100020,incident,Wi-Fi not working in hostel block.,2025-09-05T08:54:22Z
N406097,E105884,feedback,Wi-Fi not working in hostel block.,2025-09-25T08:17:53Z
N406098,E100236,incident,Confirmed attendance for robotics workshop.,2025-09-15T18:42:43Z
N406099,E105767,rsvp,Requesting lab access.,2025-09-16T22:54:54Z
N406100,E103583,incident,Broken chair in seminar room.,2025-09-14T00:52:36Z
N406101,E101639,rsvp,Requesting lab access.,2025-09-23T08:22:54Z
N406102,E106212,rsvp,Broken chair in seminar room.,2025-08-29T04:58:25Z
N406103,E104385,helpdesk,Requesting lab access.,2025-09-17T01:20:19Z
N406104,E106938,rsvp,Requesting lab access.,2025-09-22T07:17:33Z
N406105,E100531,maintenance,Broken chair in seminar room.,2025-09-01T02:30:55Z
N406106,E104503,helpdesk,Wi-Fi not working in hostel block.,2025-09-02T03:46:54Z
N406107,E103325,rsvp,Requesting lab access.,2025-08-30T06:30:19Z
N406108,E106754,maintenance,CCTV near library needs check.,2025-09-01T11:28:00Z
N406109,E106212,helpdesk,Requesting lab access.,2025-09-16T12:28:26Z
N406110,E105912,helpdesk,Broken chair in seminar room.,2025-09-03T01:00:03Z
N406111,E105159,maintenance,Requesting lab access.,2025-09-25T03:21:18Z
N406112,E106237,feedback,Requesting lab access.,2025-09-17T19:22:19Z
N406113,E101398,feedback,Confirmed attendance for robotics workshop.,2025-09-07T22:54:01Z
N406114,E101566,maintenance,Wi-Fi not working in hostel block.,2025-09-19T16:52:11Z
N406115,E103648,rsvp,CCTV near library needs check.,2025-09-04T04:07:54Z
N406116,E102336,rsvp,Confirmed attendance for robotics workshop.,2025-08-30T15:57:35Z
N406117,E103776,rsvp,Broken chair in seminar room.,2025-09-25T20:43:04Z
N406118,E105928,maintenance,Requesting lab access.,2025-08-30T11:10:30Z
N406119,E106999,rsvp,Broken chair in seminar room.,2025-09-08T02:40:53Z
N406120,E101857,helpdesk,Requesting lab access.,2025-09-02T03:06:47Z
N406121,E102058,maintenance,Confirmed attendance for robotics workshop.,2025-09-12T01:41:48Z
N406122,E106778,helpdesk,Wi-Fi not working in hostel block.,2025-09-19T11:34:05Z
N406123,E101998,maintenance,Wi-Fi not working in hostel block.,2025-09-11T12:20:14Z
N406124,E105306,maintenance,Broken chair in seminar room.,2025-09-15T23:09:34Z
N406125,E104214,feedback,Confirmed attendance for robotics workshop.,2025-09-20T10:55:44Z
N406126,E101416,maintenance,CCTV near library needs check.,2025-09-19T16:54:28Z
N406127,E103732,incident,CCTV near library needs check.,2025-09-24T18:16:19Z
N406128,E105002,incident,Broken chair in seminar room.,2025-09-13T20:22:41Z
N406129,E100634,helpdesk,Wi-Fi not working in hostel block.,2025-09-19T05:40:34Z
N406130,E105489,rsvp,Wi-Fi not working in hostel block.,2025-09-22T09:45:10Z
N406131,E100307,rsvp,Requesting lab access.,2025-08-29T14:24:16Z
N406132,E102912,rsvp,Requesting lab access.,2025-09-13T07:15:56Z
N406133,E102679,maintenance,CCTV near library needs check.,2025-09-08T08:49:25Z
N406134,E103380,maintenance,Wi-Fi not working in hostel block.,2025-09-19T07:46:47Z
N406135,E100188,incident,Confirmed attendance for robotics workshop.,2025-09-22T01:19:49Z
N406136,E102379,feedback,Confirmed attendance for robotics workshop.,2025-09-04T00:41:26Z
N406137,E105268,maintenance,CCTV near library needs check.,2025-09-16T07:28:31Z
N406138,E100784,feedback,Requesting lab access.,2025-09-21T15:44:28Z
N406139,E100838,rsvp,CCTV near library needs check.,2025-09-12T08:57:49Z
N406140,E101203,rsvp,Broken chair in seminar room.,2025-09-12T22:26:51Z
N406141,E103886,incident,Broken chair in seminar room.,2025-09-04T12:22:45Z
N406142,E104931,rsvp,Requesting lab access.,2025-09-05T04:12:37Z
N406143,E106630,feedback,Requesting lab access.,2025-09-23T16:00:02Z
N406144,E104095,maintenance,Requesting lab access.,2025-09-04T00:53:21Z
N406145,E106233,helpdesk,Broken chair in seminar room.,2025-09-21T21:51:50Z
N406146,E100386,feedback,CCTV near library needs check.,2025-09-10T15:53:17Z
N406147,E106236,maintenance,CCTV near library needs check.,2025-09-25T23:54:02Z
N406148,E105417,maintenance,Wi-Fi not working in hostel block.,2025-09-23T20:27:14Z
N406149,E103623,feedback,Requesting lab access.,2025-09-10T17:36:04Z
N406150,E100694,helpdesk,Wi-Fi not working in hostel block.,2025-09-05T22:31:44Z
N406151,E106554,incident,CCTV near library needs check.,2025-09-24T19:11:25Z
N406152,E103837,helpdesk,Confirmed attendance for robotics workshop.,2025-09-11T20:39:42Z
N406153,E103032,incident,CCTV near library needs check.,2025-09-24T07:05:53Z
N406154,E106027,maintenance,Confirmed attendance for robotics workshop.,2025-09-07T08:50:49Z
N406155,E106935,incident,Broken chair in seminar room.,2025-09-12T13:04:46Z
N406156,E106920,incident,Confirmed attendance for robotics workshop.,2025-09-13T20:41:44Z
N406157,E105548,helpdesk,CCTV near library needs check.,2025-09-18T08:11:57Z
N406158,E102280,incident,Confirmed attendance for robotics workshop.,2025-08-29T19:27:37Z
N406159,E101231,rsvp,Confirmed attendance for robotics workshop.,2025-09-20T16:12:12Z
N406160,E106859,feedback,Requesting lab access.,2025-09-11T16:56:41Z
N406161,E101263,maintenance,CCTV near library needs check.,2025-08-27T18:11:51Z
N406162,E105709,feedback,Confirmed attendance for robotics workshop.,2025-09-24T16:12:46Z
N406163,E102151,incident,CCTV near library needs check.,2025-09-10T14:19:46Z
N406164,E105378,maintenance,Requesting lab access.,2025-09-12T05:51:28Z
N406165,E101775,helpdesk,Requesting lab access.,2025-09-21T11:58:09Z
N406166,E102501,maintenance,Broken chair in seminar room.,2025-09-06T13:18:42Z
N406167,E101251,feedback,Wi-Fi not working in hostel block.,2025-09-02T21:15:59Z
N406168,E102344,rsvp,Requesting lab access.,2025-09-04T12:58:07Z
N406169,E102286,helpdesk,Wi-Fi not working in hostel block.,2025-08-27T19:20:07Z
N406170,E100563,helpdesk,Broken chair in seminar room.,2025-09-08T19:24:33Z
N406171,E100956,rsvp,Broken chair in seminar room.,2025-09-04T09:51:49Z
N406172,E104586,helpdesk,Requesting lab access.,2025-09-25T05:24:08Z
N406173,E103479,feedback,Confirmed attendance for robotics workshop.,2025-09-14T18:59:33Z
N406174,E106285,rsvp,Wi-Fi not working in hostel block.,2025-09-07T15:25:50Z
N406175,E104315,rsvp,Confirmed attendance for robotics workshop.,2025-09-02T16:00:04Z
N406176,E105182,rsvp,Requesting lab access.,2025-09-15T06:51:15Z
N406177,E101694,maintenance,Wi-Fi not working in hostel block.,2025-08-27T03:37:18Z
N406178,E102683,feedback,Requesting lab access.,2025-09-09T22:04:53Z
N406179,E104403,maintenance,Broken chair in seminar room.,2025-09-16T04:53:28Z
N406180,E103086,incident,Wi-Fi not working in hostel block.,2025-09-09T11:37:45Z
N406181,E103210,feedback,Broken chair in seminar room.,2025-09-05T16:16:23Z
N406182,E106547,incident,Confirmed attendance for robotics workshop.,2025-09-13T10:25:38Z
N406183,E105171,incident,Requesting lab access.,2025-09-12T00:34:59Z
N406184,E100892,helpdesk,CCTV near library needs check.,2025-09-09T21:20:28Z
N406185,E105528,feedback,Confirmed attendance for robotics workshop.,2025-09-08T06:28:14Z
N406186,E103747,helpdesk,Wi-Fi not working in hostel block.,2025-09-04T19:16:05Z
N406187,E105317,helpdesk,Confirmed attendance for robotics workshop.,2025-09-21T12:16:43Z
N406188,E100814,feedback,Wi-Fi not working in hostel block.,2025-09-22T10:54:16Z
N406189,E101423,rsvp,Broken chair in seminar room.,2025-08-27T20:32:30Z
N406190,E103665,rsvp,Wi-Fi not working in hostel block.,2025-09-14T09:00:27Z
N406191,E104956,feedback,CCTV near library needs check.,2025-09-25T02:09:30Z
N406192,E104326,maintenance,Requesting lab access.,2025-09-14T14:32:39Z
N406193,E100872,maintenance,Requesting lab access.,2025-09-07T21:15:43Z
N406194,E106740,feedback,Requesting lab access.,2025-09-20T11:48:46Z
N406195,E102196,maintenance,Requesting lab access.,2025-09-14T17:02:47Z
N406196,E105926,feedback,CCTV near library needs check.,2025-09-23T18:00:08Z
N406197,E102587,helpdesk,Confirmed attendance for robotics workshop.,2025-09-01T03:25:45Z
N406198,E104132,feedback,Confirmed attendance for robotics workshop.,2025-09-17T19:14:19Z
N406199,E105418,incident,CCTV near library needs check.,2025-09-15T23:42:20Z
N406200,E106638,helpdesk,Requesting lab access.,2025-08-30T17:32:32Z
N406201,E105179,maintenance,CCTV near library needs check.,2025-09-16T20:48:05Z
N406202,E105085,incident,Requesting lab access.,2025-09-10T01:17:06Z
N406203,E102172,helpdesk,Confirmed attendance for robotics workshop.,2025-09-15T00:43:47Z
N406204,E100747,maintenance,Confirmed attendance for robotics workshop.,2025-09-22T02:43:28Z
N406205,E105230,rsvp,Confirmed attendance for robotics workshop.,2025-09-13T23:59:21Z
N406206,E100527,helpdesk,Broken chair in seminar room.,2025-09-17T02:44:12Z
N406207,E102902,incident,CCTV near library needs check.,2025-09-18T16:47:22Z
N406208,E105026,incident,Confirmed attendance for robotics workshop.,2025-09-16T20:50:48Z
N406209,E104470,maintenance,Wi-Fi not working in hostel block.,2025-09-12T13:51:40Z
N406210,E106573,maintenance,Wi-Fi not working in hostel block.,2025-09-17T09:02:32Z
N406211,E105064,rsvp,Confirmed attendance for robotics workshop.,2025-09-08T10:02:48Z
N406212,E103737,helpdesk,Broken chair in seminar room.,2025-08-30T05:30:05Z
N406213,E100782,rsvp,Wi-Fi not working in hostel block.,2025-09-17T21:47:35Z
N406214,E104722,incident,Wi-Fi not working in hostel block.,2025-09-21T01:41:45Z
N406215,E100200,helpdesk,Broken chair in seminar room.,2025-09-12T11:27:31Z
N406216,E102233,rsvp,Broken chair in seminar room.,2025-08-28T16:39:31Z
N406217,E101002,incident,Confirmed attendance for robotics workshop.,2025-09-19T07:24:52Z
N406218,E102737,feedback,Requesting lab access.,2025-09-05T15:10:25Z
N406219,E106715,incident,Wi-Fi not working in hostel block.,2025-09-11T08:20:31Z
N406220,E106389,helpdesk,CCTV near library needs check.,2025-09-25T20:39:22Z
N406221,E103885,maintenance,Requesting lab access.,2025-09-20T02:13:51Z
N406222,E103298,rsvp,Requesting lab access.,2025-09-24T00:14:24Z
N406223,E101429,feedback,CCTV near library needs check.,2025-09-19T16:09:46Z
N406224,E101642,rsvp,CCTV near library needs check.,2025-08-31T21:42:58Z
N406225,E105297,incident,CCTV near library needs check.,2025-09-06T22:59:02Z
N406226,E103113,feedback,Requesting lab access.,2025-09-07T19:50:48Z
N406227,E100208,rsvp,Wi-Fi not working in hostel block.,2025-08-27T17:29:24Z
N406228,E103403,helpdesk,Wi-Fi not working in hostel block.,2025-09-22T19:17:20Z
N406229,E102118,maintenance,Requesting lab access.,2025-09-11T06:08:17Z
N406230,E103963,incident,CCTV near library needs check.,2025-09-08T20:10:51Z
N406231,E106812,rsvp,Requesting lab access.,2025-09-22T13:44:03Z
N406232,E104189,rsvp,Wi-Fi not working in hostel block.,2025-08-28T01:44:32Z
N406233,E101215,rsvp,CCTV near library needs check.,2025-09-17T15:25:14Z
N406234,E100272,maintenance,Confirmed attendance for robotics workshop.,2025-08-28T05:54:40Z
N406235,E102620,feedback,Requesting lab access.,2025-09-23T15:08:13Z
N406236,E105588,rsvp,Confirmed attendance for robotics workshop.,2025-09-01T05:07:41Z
N406237,E100835,helpdesk,Requesting lab access.,2025-09-09T11:54:18Z
N406238,E105528,maintenance,Broken chair in seminar room.,2025-08-29T22:54:10Z
N406239,E104035,maintenance,Confirmed attendance for robotics workshop.,2025-09-10T12:03:08Z
N406240,E101744,incident,Broken chair in seminar room.,2025-09-18T00:09:11Z
N406241,E101106,incident,Confirmed attendance for robotics workshop.,2025-09-24T04:05:17Z
N406242,E103054,helpdesk,Wi-Fi not working in hostel block.,2025-08-27T21:42:53Z
N406243,E104615,incident,Requesting lab access.,2025-09-22T15:44:57Z
N406244,E105919,maintenance,CCTV near library needs check.,2025-09-19T05:36:06Z
N406245,E106203,rsvp,CCTV near library needs check.,2025-09-18T07:46:22Z
N406246,E104108,helpdesk,Requesting lab access.,2025-09-24T20:51:33Z
N406247,E105174,maintenance,Confirmed attendance for robotics workshop.,2025-09-13T08:16:47Z
N406248,E105599,feedback,Requesting lab access.,2025-08-30T18:34:36Z
N406249,E105615,rsvp,Requesting lab access.,2025-09-09T19:52:36Z
N406250,E104252,maintenance,Requesting lab access.,2025-08-27T05:29:36Z
N406251,E101538,incident,Broken chair in seminar room.,2025-08-28T12:08:47Z
N406252,E101197,maintenance,Broken chair in seminar room.,2025-09-22T12:47:08Z
N406253,E100393,incident,Broken chair in seminar room.,2025-09-19T03:02:37Z
N406254,E101471,feedback,CCTV near library needs check.,2025-09-13T14:46:23Z
N406255,E101591,rsvp,Broken chair in seminar room.,2025-08-28T22:41:57Z
N406256,E105249,maintenance,Wi-Fi not working in hostel block.,2025-09-19T18:14:47Z
N406257,E104983,helpdesk,CCTV near library needs check.,2025-08-27T09:36:08Z
N406258,E105139,rsvp,Broken chair in seminar room.,2025-09-05T00:38:20Z
N406259,E102285,feedback,Requesting lab access.,2025-09-11T21:07:48Z
N406260,E103413,maintenance,Confirmed attendance for robotics workshop.,2025-08-31T13:26:00Z
N406261,E104098,incident,Broken chair in seminar room.,2025-09-23T23:53:33Z
N406262,E103525,incident,Broken chair in seminar room.,2025-09-17T18:16:49Z
N406263,E103545,maintenance,CCTV near library needs check.,2025-09-05T03:41:11Z
N406264,E102767,maintenance,CCTV near library needs check.,2025-09-02T07:15:16Z
N406265,E100115,feedback,CCTV near library needs check.,2025-09-14T23:07:24Z
N406266,E104357,rsvp,Confirmed attendance for robotics workshop.,2025-09-04T21:29:07Z
N406267,E101564,rsvp,Wi-Fi not working in hostel block.,2025-09-13T08:40:30Z
N406268,E104089,incident,CCTV near library needs check.,2025-09-11T01:53:40Z
N406269,E105530,rsvp,Confirmed attendance for robotics workshop.,2025-09-14T12:05:35Z
N406270,E102515,feedback,Broken chair in seminar room.,2025-09-01T09:56:04Z
N406271,E104048,feedback,Wi-Fi not working in hostel block.,2025-09-23T21:44:31Z
N406272,E103486,maintenance,Requesting lab access.,2025-09-18T10:01:29Z
N406273,E103993,rsvp,Confirmed attendance for robotics workshop.,2025-08-27T00:14:36Z
N406274,E103996,incident,Confirmed attendance for robotics workshop.,2025-09-17T05:37:59Z
N406275,E101833,maintenance,Requesting lab access.,2025-09-15T12:24:44Z
N406276,E101219,rsvp,Requesting lab access.,2025-09-14T18:14:45Z
N406277,E105482,maintenance,Broken chair in seminar room.,2025-09-17T05:38:26Z
N406278,E103390,rsvp,Wi-Fi not working in hostel block.,2025-08-28T01:40:24Z
N406279,E106696,feedback,Requesting lab access.,2025-09-13T19:35:49Z
N406280,E101698,feedback,CCTV near library needs check.,2025-09-08T17:16:34Z
N406281,E102616,rsvp,CCTV near library needs check.,2025-09-13T09:55:25Z
N406282,E101326,incident,Confirmed attendance for robotics workshop.,2025-09-16T06:12:38Z
N406283,E105728,helpdesk,Broken chair in seminar room.,2025-09-16T05:57:14Z
N406284,E106659,maintenance,Broken chair in seminar room.,2025-09-12T16:33:09Z
N406285,E105315,rsvp,Wi-Fi not working in hostel block.,2025-09-21T22:32:36Z
N406286,E103362,incident,Requesting lab access.,2025-09-24T04:36:01Z
N406287,E102105,helpdesk,Requesting lab access.,2025-08-27T00:19:42Z
N406288,E106178,rsvp,CCTV near library needs check.,2025-08-31T06:09:28Z
N406289,E102014,helpdesk,Confirmed attendance for robotics workshop.,2025-09-01T13:35:26Z
N406290,E105693,incident,Broken chair in seminar room.,2025-09-22T22:49:22Z
N406291,E101100,helpdesk,CCTV near library needs check.,2025-09-03T18:00:22Z
N406292,E102148,rsvp,Broken chair in seminar room.,2025-08-30T02:36:39Z
N406293,E102710,feedback,Broken chair in seminar room.,2025-09-14T10:21:17Z
N406294,E102196,incident,Confirmed attendance for robotics workshop.,2025-08-28T07:23:35Z
N406295,E105136,helpdesk,Confirmed attendance for robotics workshop.,2025-09-11T05:36:20Z
N406296,E100494,helpdesk,Confirmed attendance for robotics workshop.,2025-09-03T09:45:55Z
N406297,E103770,feedback,Broken chair in seminar room.,2025-09-04T09:49:47Z
N406298,E106920,helpdesk,Wi-Fi not working in hostel block.,2025-09-22T13:16:16Z
N406299,E103856,rsvp,Confirmed attendance for robotics workshop.,2025-09-16T01:29:45Z
N406300,E100856,helpdesk,CCTV near library needs check.,2025-09-16T10:50:25Z
N406301,E106318,maintenance,Broken chair in seminar room.,2025-09-14T12:06:28Z
N406302,E103175,feedback,Confirmed attendance for robotics workshop.,2025-09-16T09:04:51Z
N406303,E104046,rsvp,Wi-Fi not working in hostel block.,2025-08-27T04:10:12Z
N406304,E101502,maintenance,CCTV near library needs check.,2025-09-07T08:19:32Z
N406305,E100883,maintenance,Wi-Fi not working in hostel block.,2025-09-09T01:43:12Z
N406306,E100944,rsvp,Broken chair in seminar room.,2025-09-03T01:53:39Z
N406307,E101448,maintenance,Requesting lab access.,2025-09-05T12:04:21Z
N406308,E106646,helpdesk,Confirmed attendance for robotics workshop.,2025-09-15T14:20:37Z
N406309,E106243,rsvp,CCTV near library needs check.,2025-09-25T14:20:21Z
N406310,E106750,maintenance,Wi-Fi not working in hostel block.,2025-08-29T14:41:34Z
N406311,E105093,helpdesk,Wi-Fi not working in hostel block.,2025-09-25T18:36:55Z
N406312,E104531,feedback,Confirmed attendance for robotics workshop.,2025-09-24T03:41:03Z
N406313,E103948,incident,Confirmed attendance for robotics workshop.,2025-09-04T07:49:03Z
N406314,E102421,maintenance,Wi-Fi not working in hostel block.,2025-09-15T00:34:37Z
N406315,E103992,maintenance,Broken chair in seminar room.,2025-09-21T03:20:32Z
N406316,E103299,helpdesk,Confirmed attendance for robotics workshop.,2025-09-18T15:08:35Z
N406317,E102703,incident,CCTV near library needs check.,2025-08-28T08:05:04Z
N406318,E105809,rsvp,CCTV near library needs check.,2025-08-27T21:39:36Z
N406319,E102003,rsvp,Requesting lab access.,2025-08-27T16:17:38Z
N406320,E105699,incident,Requesting lab access.,2025-09-16T17:02:44Z
N406321,E105958,maintenance,Broken chair in seminar room.,2025-09-03T08:47:24Z
N406322,E100002,rsvp,CCTV near library needs check.,2025-09-20T15:28:25Z
N406323,E100689,maintenance,Requesting lab access.,2025-08-27T13:55:35Z
N406324,E101574,helpdesk,Confirmed attendance for robotics workshop.,2025-09-04T11:13:37Z
N406325,E103664,rsvp,Wi-Fi not working in hostel block.,2025-09-05T01:24:05Z
N406326,E100117,helpdesk,Broken chair in seminar room.,2025-08-27T21:15:42Z
N406327,E103157,incident,Wi-Fi not working in hostel block.,2025-08-27T15:02:26Z
N406328,E103704,feedback,Broken chair in seminar room.,2025-09-10T22:43:00Z
N406329,E103664,rsvp,Confirmed attendance for robotics workshop.,2025-09-09T13:17:57Z
N406330,E105417,rsvp,Confirmed attendance for robotics workshop.,2025-09-20T16:26:07Z
N406331,E103539,maintenance,Requesting lab access.,2025-09-14T13:08:25Z
N406332,E103200,rsvp,Confirmed attendance for robotics workshop.,2025-08-27T17:42:54Z
N406333,E103078,maintenance,Confirmed attendance for robotics workshop.,2025-09-22T01:01:15Z
